"Código de Ruta","Descripción de la ruta","Código recorrido ","Descripción del recorrido","Sentido","Dia","Mes","Año","Cantidad de Pasajeros Regulares","Cantidad de Adultos Mayores","Ingresos"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","21","5","2024","332","","157700"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","20","5","2024","311","","147725"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","17","5","2024","372","","176700"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","16","5","2024","320","","152000"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","15","5","2024","317","","150575"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","14","5","2024","470","","223250"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","13","5","2024","428","","203300"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","10","5","2024","311","","147725"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","9","5","2024","350","","166250"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","8","5","2024","410","","194750"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","7","5","2024","367","","174325"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","6","5","2024","304","","144400"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","3","5","2024","450","","213750"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","2","5","2024","288","","136800"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Destino – Origen","1","5","2024","","",""
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","31","5","2024","288","","136800"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","30","5","2024","301","","142975"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","29","5","2024","368","","174800"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","28","5","2024","300","","142500"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","27","5","2024","340","","161500"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","24","5","2024","288","","136800"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","23","5","2024","242","","114950"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","22","5","2024","313","","148675"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","21","5","2024","347","","164825"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","20","5","2024","339","","161025"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","17","5","2024","342","","162450"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","16","5","2024","387","","183825"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","15","5","2024","428","","203300"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","14","5","2024","254","5","120650"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","13","5","2024","289","","137275"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","10","5","2024","301","","142975"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","9","5","2024","394","","187150"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","8","5","2024","393","","186675"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","7","5","2024","301","","142975"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","6","5","2024","273","4","129675"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","3","5","2024","184","","87400"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","2","5","2024","371","","176225"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","T4464","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","Origen – Destino","1","5","2024","","",""
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","30","4","2024","425","","340000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","29","4","2024","450","","360000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","26","4","2024","438","","350400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","25","4","2024","519","","415200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","24","4","2024","548","","438400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","23","4","2024","533","","426400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","22","4","2024","518","","414400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","19","4","2024","456","","364800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","18","4","2024","530","","424000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","17","4","2024","572","","457600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","16","4","2024","600","","480000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","15","4","2024","","",""
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","12","4","2024","532","","425600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","11","4","2024","488","","390400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","10","4","2024","552","","441600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","9","4","2024","570","","456000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","8","4","2024","691","","552800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","5","4","2024","754","","603200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","4","4","2024","602","","481600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","3","4","2024","502","","401600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","2","4","2024","518","","414400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Destino – Origen","1","4","2024","504","","403200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","30","4","2024","576","","460800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","29","4","2024","523","","418400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","26","4","2024","494","","395200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","25","4","2024","534","","427200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","24","4","2024","536","","428800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","23","4","2024","589","","471200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","22","4","2024","576","","460800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","19","4","2024","531","","424800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","18","4","2024","519","","415200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","17","4","2024","588","","470400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","16","4","2024","576","","460800"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","15","4","2024","","",""
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","12","4","2024","532","","425600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","11","4","2024","503","","402400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","10","4","2024","585","","468000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","9","4","2024","603","","482400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","8","4","2024","384","","307200"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","5","4","2024","363","","290400"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","4","4","2024","532","","425600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","3","4","2024","610","","488000"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","2","4","2024","687","","549600"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","T4471","ALAJUELA - HEREDIA Y VICEVERSA","Origen – Destino","1","4","2024","703","","562400"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","30","4","2024","2320","","1635600"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","29","4","2024","2390","","1684650"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","26","4","2024","2234","","1574970"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","25","4","2024","2372","","1672260"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","24","4","2024","2341","","1650405"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","23","4","2024","2496","","1759680"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","22","4","2024","2455","","1730775"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","19","4","2024","2281","","1608105"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","18","4","2024","2558","","1803390"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","17","4","2024","2351","","1657455"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","16","4","2024","2970","","2093850"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","15","4","2024","","",""
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","12","4","2024","2249","","1585545"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","11","4","2024","2701","","1904205"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","10","4","2024","2411","","1699755"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","9","4","2024","2780","","1959900"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","8","4","2024","2678","","1887990"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","5","4","2024","1913","","1348665"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","4","4","2024","2483","","1750515"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","3","4","2024","2518","","1775190"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","2","4","2024","2510","","1769550"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Destino – Origen","1","4","2024","2610","","1840050"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","30","4","2024","3720","168","2622600"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","29","4","2024","4264","177","3006120"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","26","4","2024","4028","203","2839740"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","25","4","2024","4080","201","2876400"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","24","4","2024","3920","198","2763600"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","23","4","2024","4317","213","3043485"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","22","4","2024","4317","164","3043485"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","19","4","2024","4086","189","2880630"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","18","4","2024","4164","185","2935620"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","17","4","2024","4061","176","2863005"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","16","4","2024","4379","94","3087195"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","15","4","2024","","",""
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","12","4","2024","3924","202","2766420"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","11","4","2024","3683","152","2596515"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","10","4","2024","3738","149","2635290"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","9","4","2024","3866","130","2725530"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","8","4","2024","3867","205","2726235"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","5","4","2024","4038","217","2846790"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","4","4","2024","4000","119","2820000"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","3","4","2024","3571","151","2517555"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","2","4","2024","4212","126","2969460"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","T4470","ESTACION DEL ATLANTICO - CARTAGO","Origen – Destino","1","4","2024","4299","99","3030795"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","30","4","2024","2758","","1503110"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","29","4","2024","2820","","1536900"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","26","4","2024","2592","","1412640"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","25","4","2024","2723","","1484035"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","24","4","2024","2758","","1503110"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","23","4","2024","2469","","1345605"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","22","4","2024","2586","","1409370"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","19","4","2024","2373","","1293285"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","18","4","2024","2461","","1341245"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","17","4","2024","2502","","1363590"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","16","4","2024","2799","","1525455"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","15","4","2024","","",""
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","12","4","2024","2288","","1246960"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","11","4","2024","2603","","1418635"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","10","4","2024","2521","","1373945"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","9","4","2024","2615","","1425175"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","8","4","2024","2820","","1536900"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","5","4","2024","2547","","1388115"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","4","4","2024","2631","","1433895"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","3","4","2024","2457","","1339065"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","2","4","2024","2668","","1454060"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Destino – Origen","1","4","2024","2844","","1549980"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","30","4","2024","1777","140","968465"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","29","4","2024","1718","167","936310"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","26","4","2024","1740","156","948300"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","25","4","2024","1930","186","1051850"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","24","4","2024","1784","105","972280"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","23","4","2024","2230","177","1215350"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","22","4","2024","2001","167","1090545"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","19","4","2024","1843","163","1004435"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","18","4","2024","2194","201","1195730"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","17","4","2024","2357","239","1284565"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","16","4","2024","2368","163","1290560"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","15","4","2024","","",""
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","12","4","2024","1930","170","1051850"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","11","4","2024","1972","199","1074740"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","10","4","2024","2178","179","1187010"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","9","4","2024","2126","200","1158670"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","8","4","2024","1979","214","1078555"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","5","4","2024","1905","167","1038225"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","4","4","2024","2034","178","1108530"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","3","4","2024","2294","126","1250230"
"RF003","UNIVERSIDAD LATINA - HEREDIA","T4469","ESTACION DEL ATLANTICO – HEREDIA","Origen – Destino","2","4","2024","2224","174","1212080"
