"Codigo de Ruta","Descripcion de Ruta","Mes","Año","Tipo de Equipo","Cantidad de viajes","Cantidad de Locomotoras","Cantidad de Vagones","Uso mensual (h)","Distancia recorrida (km)","Consumo de combustible (L)","Cantidad de Zapata Freno","Tipo de  Zapata  Freno","Lubricante cárter (l)","Tipo de lubricante cárter","Lubricante compresor (l)","Tipo de lubricante compresor","Lubricante motor diésel (l)","Tipo de lubricante motor diésel","Filtro  aire","Tipo de filtro  aire","Filtro primario","Tipo de filtro primario","Aceite sistema hidráulico","Tipo de aceite sistema hidráulico"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","7","2021","DMU APOLO","220","8","","20167","4620","3003","5","ZAPATA SIDEREA D18N","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","12","2021","DMU APOLO","56","7","4","252","5376","5376","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","11","2021","DMU APOLO","435","7","4","19575","4176","4176","","ZAPATA SIDEREA D18N","25","LUBRICANTE SAE 85W-140","25","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","10","2021","DMU APOLO","359","7","4","16155","34464","34464","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","9","2021","DMU APOLO","399","7","4","17955","38304","38304","","ZAPATA SIDEREA D18N","2","LUBRICANTE SAE 85W-140","2","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","8","2021","DMU APOLO","397","7","4","17865","38112","38112","1","ZAPATA SIDEREA 20L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 15W-40","472","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE CAT 6L-4714 / BALDWIN PA 1765/ WIX 42595","","N/A","","N/A"
"RF003","UNIVERSIDAD LATINA - HEREDIA","7","2021","DMU APOLO","418","7","4","1881","40128","40128","","ZAPATA SIDEREA D18N","25","LUBRICANTE SAE 85W-140","25","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","12","2021","DMU APOLO","78","1","4","65","819","18837","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","11","2021","DMU APOLO","138","1","4","115","1449","33327","","ZAPATA SIDEREA D18N","25","LUBRICANTE SAE 85W-140","25","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","10","2021","DMU APOLO","114","1","4","95","1197","27531","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","9","2021","DMU APOLO","126","1","4","105","1323","30429","","ZAPATA SIDEREA D18N","2","LUBRICANTE SAE 85W-140","2","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","8","2021","DMU APOLO","126","1","4","105","1323","30429","1","ZAPATA SIDEREA 20L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","472","LUBRICANTE SAE 20W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE CAT 6L-4714 / BALDWIN PA 1765/ WIX 42595","","N/A","","N/A"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","7","2021","DMU APOLO","132","1","4","110","1386","31878","","ZAPATA SIDEREA D18N","25","LUBRICANTE SAE 85W-140","25","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","12","2021","DMU APOLO","130","4","","975","1911","143325","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","11","2021","DMU APOLO","228","4","","171","33516","25137","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","10","2021","DMU APOLO","190","4","","1425","2793","209475","","ZAPATA SIDEREA D18N","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","9","2021","DMU APOLO","210","4","","1575","3087","231525","","ZAPATA SIDEREA D18N","75","LUBRICANTE SAE 85W-140","75","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","8","2021","DMU APOLO","209","4","","15675","30723","230423","","ZAPATA SIDEREA D18N","9","LUBRICANTE SAE 85W-140","9","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","7","2021","DMU APOLO","220","4","","165","3234","24255","7","ZAPATA SIDEREA D18N","11","LUBRICANTE SAE 85W-140","11","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","6","2021","DMU APOLO","132","2","4","202","15048","10126","","ZAPATA SIDEREA D18N","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 15W-40","98","LUBRICANTE SAE 15W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","5","2021","DMU APOLO","30","2","4","44","342","1876","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","4","2021","DMU APOLO","59","1","2","156","6726","2591","","ZAPATA SIDEREA D18N","85","LUBRICANTE SAE 85W-140","85","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","3","2021","DMU APOLO","109","1","2","278","12426","3979","","ZAPATA SIDEREA D18N","235","LUBRICANTE SAE 85W-140","235","LUBRICANTE SAE 15W-40","4","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","2","2021","DMU APOLO","125","1","2","242","1425","3894","","ZAPATA SIDEREA D18N","18","LUBRICANTE SAE 85W-140","18","LUBRICANTE SAE 15W-40","98","LUBRICANTE SAE 15W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","1","2021","DMU APOLO","60","1","2","124","684","412","","ZAPATA SIDEREA D18N","10","LUBRICANTE SAE 85W-140","10","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","6","2021","DMU APOLO","220","4","6","310","5027","13162","","ZAPATA SIDEREA D18N","175","LUBRICANTE SAE 85W-140","175","LUBRICANTE SAE 15W-40","147","LUBRICANTE SAE 15W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","5","2021","DMU APOLO","200","4","6","264","4570","15384","","ZAPATA SIDEREA D18N","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 15W-40","20","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","4","2021","DMU APOLO","200","3","6","468","4570","11350","1","ZAPATA SIDEREA 20L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","29","LUBRICANTE SAE 85W-140","29","LUBRICANTE SAE 15W-40","20","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","3","2021","DMU APOLO","204","3","6","430","46614","12532","","ZAPATA SIDEREA D18N","355","LUBRICANTE SAE 85W-140","355","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","25","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","2","2021","DMU APOLO","210","3","6","590","47985","12271","","ZAPATA SIDEREA D18N","3775","LUBRICANTE SAE 85W-140","3775","LUBRICANTE SAE 15W-40","32","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","1","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","1","2021","DMU APOLO","97","3","8","240","221645","6660","","ZAPATA SIDEREA D18N","215","LUBRICANTE SAE 85W-140","215","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","6","2021","DMU APOLO","418","3","6","368","40128","7299","6","ZAPATA SIDEREA 20L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","35","LUBRICANTE SAE 85W-140","35","LUBRICANTE SAE 15W-40","56","LUBRICANTE SAE 15W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","5","2021","DMU APOLO","95","4","6","206","912","9006","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","4","2021","DMU APOLO","190","4","6","272","1824","12974","","ZAPATA SIDEREA D18N","18","LUBRICANTE SAE 85W-140","18","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","3","2021","DMU APOLO","399","3","6","470","38304","10700","","ZAPATA SIDEREA D18N","26","LUBRICANTE SAE 85W-140","26","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","2","2021","DMU APOLO","399","3","6","304","38304","8085","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","1","2021","DMU APOLO","190","3","6","250","1824","8166","","ZAPATA SIDEREA D18N","115","LUBRICANTE SAE 85W-140","115","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","6","2021","DMU APOLO","132","2","6","420","122364","6930","","ZAPATA SIDEREA D18N","1165","LUBRICANTE SAE 85W-140","1165","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","5","2021","DMU APOLO","120","2","6","416","11124","6430","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","1","LUBRICANTE SAE 20W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","12","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","4","2021","DMU APOLO","120","2","6","338","11124","7020","","ZAPATA SIDEREA D18N","6","LUBRICANTE SAE 85W-140","6","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","3","2021","DMU APOLO","120","2","6","460","11124","8451","12","ZAPATA FRENO FUNDICION NODULAR PARA COCHE TIPO JAPONES","13","LUBRICANTE SAE 85W-140","13","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","11","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","2","2021","DMU APOLO","126","2","6","466","116802","8519","","ZAPATA SIDEREA D18N","6","LUBRICANTE SAE 85W-140","6","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","1","2021","DMU APOLO","60","2","6","260","5562","6030","39","ZAPATA SIDEREA 39L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","3","LUBRICANTE SAE 85W-140","3","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","6","2021","DMU APOLO","220","4","6","366","3168","11448","","ZAPATA SIDEREA D18N","7625","LUBRICANTE SAE 85W-140","7625","LUBRICANTE SAE 20W-40","24","LUBRICANTE SAE 15W-40","3","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","3","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","5","2021","DMU APOLO","200","4","6","358","2880","11292","1","ZAPATA SIDEREA 20L, INCLUYE GUIA CUBRE PESTAÑA SIDEREA N°5","16","LUBRICANTE SAE 85W-140","16","LUBRICANTE SAE 15W-40","44","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","5","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","4","2021","DMU APOLO","197","3","6","440","28368","8241","","ZAPATA SIDEREA D18N","43","LUBRICANTE SAE 85W-140","43","LUBRICANTE SAE 15W-40","20","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","3","2021","DMU APOLO","180","3","6","452","2592","10265","","ZAPATA SIDEREA D18N","60","LUBRICANTE SAE 85W-140","60","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","2","2021","DMU APOLO","210","3","6","608","3024","10363","","ZAPATA SIDEREA D18N","87","LUBRICANTE SAE 85W-140","87","LUBRICANTE SAE 15W-40","4","LUBRICANTE SAE 15W-40","6","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","6","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","1","2021","DMU APOLO","100","3","6","226","1440","7802","","ZAPATA SIDEREA D18N","34","LUBRICANTE SAE 85W-140","34","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
