"Codigo de Ruta","Descripcion de Ruta","Mes","Año","Tipo de Equipo","Cantidad de viajes","Cantidad de Locomotoras","Cantidad de Vagones","Uso mensual (h)","Distancia recorrida (km)","Consumo de combustible (L)","Cantidad de Zapata Freno","Tipo de  Zapata  Freno","Lubricante cárter (l)","Tipo de lubricante cárter","Lubricante compresor (l)","Tipo de lubricante compresor","Lubricante motor diésel (l)","Tipo de lubricante motor diésel","Filtro  aire","Tipo de filtro  aire","Filtro primario","Tipo de filtro primario","Aceite sistema hidráulico","Tipo de aceite sistema hidráulico"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","10","2022","DMU APOLO","114","1","4","95","1197","27531","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","9","2022","DMU APOLO","126","1","4","105","1323","30429","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","8","2022","DMU APOLO","126","1","4","105","1323","30429","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","7","2022","DMU APOLO","132","1","4","110","1386","31878","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","12","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","11","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","10","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","9","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","8","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","7","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","6","2022","DMU APOLO","240","1","","100","599824","3732","","ZAPATA SIDEREA D18N","345","LUBRICANTE SAE 85W-140","345","LUBRICANTE SAE 15W-40","6","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","5","2022","DMU APOLO","212","1","","8333","6512","4787","","ZAPATA SIDEREA D18N","31","LUBRICANTE SAE 85W-140","31","LUBRICANTE SAE 15W-40","26","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","1","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","4","2022","DMU APOLO","204","1","","85","4424","2664","","ZAPATA SIDEREA D18N","12","LUBRICANTE SAE 85W-140","12","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","3","2022","DMU APOLO","230","1","","9583","2787","1951","","ZAPATA SIDEREA D18N","165","LUBRICANTE SAE 85W-140","165","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","2","2022","DMU APOLO","220","1","","9166","3260","2569","","ZAPATA SIDEREA D18N","15","LUBRICANTE SAE 85W-140","15","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","1","2022","DMU APOLO","60","1","","25","1745","881","","ZAPATA SIDEREA D18N","85","LUBRICANTE SAE 85W-140","85","LUBRICANTE SAE 15W-40","49","LUBRICANTE SAE 15W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","6","2022","DMU APOLO","624","4","","520","137354","11276","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","55","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","5","2022","DMU APOLO","572","4","","47666","125316","16084","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","12","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","4","2022","DMU APOLO","534","4","","445","60628","9556","","ZAPATA SIDEREA D18N","4","LUBRICANTE SAE 85W-140","4","LUBRICANTE SAE 20W-40","34","LUBRICANTE SAE 15W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","4","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","3","2022","DMU APOLO","598","4","","49833","110436","10368","","ZAPATA SIDEREA D18N","2","LUBRICANTE SAE 85W-140","2","LUBRICANTE SAE 15W-40","55","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","2","2022","DMU APOLO","572","4","","22666","9234","9428","","ZAPATA SIDEREA D18N","125","LUBRICANTE SAE 85W-140","125","LUBRICANTE SAE 20W-40","55","LUBRICANTE SAE 15W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","1","2022","DMU APOLO","100","4","","8333","9964","7339","","ZAPATA SIDEREA D18N","75","LUBRICANTE SAE 85W-140","75","LUBRICANTE SAE 15W-40","58","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","6","2022","DMU APOLO","624","4","","416","100977","9176","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","6","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","5","2022","DMU APOLO","572","4","","38133","96892","9682","","ZAPATA SIDEREA D18N","5","LUBRICANTE SAE 85W-140","5","LUBRICANTE SAE 15W-40","3615","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","2","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","4","2022","DMU APOLO","546","4","","364","89198","10288","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","685","LUBRICANTE SAE 20W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","4","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","3","2022","DMU APOLO","598","4","","39866","13157","12041","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","42","LUBRICANTE SAE 20W-40","1","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","3","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","2","2022","DMU APOLO","572","4","","38133","12378","12648","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF003","UNIVERSIDAD LATINA - HEREDIA","1","2022","DMU APOLO","190","4","","12666","10254","8444","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","2","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","6","2022","DMU APOLO","144","2","","120","5683","4211","","ZAPATA SIDEREA D18N","22","LUBRICANTE SAE 85W-140","22","LUBRICANTE SAE 15W-40","147","LUBRICANTE SAE 15W-40","3","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","4","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","5","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","5","2022","DMU APOLO","132","2","","110","50782","4691","","ZAPATA SIDEREA D18N","35","LUBRICANTE SAE 85W-140","35","LUBRICANTE SAE 15W-40","16","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","4","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","4","2022","DMU APOLO","126","2","","105","35115","2378","","ZAPATA SIDEREA D18N","125","LUBRICANTE SAE 85W-140","125","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","3","2022","DMU APOLO","138","2","","115","35684","4505","","ZAPATA SIDEREA D18N","2275","LUBRICANTE SAE 85W-140","2275","LUBRICANTE SAE 15W-40","98","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","2","2022","DMU APOLO","132","2","","110","4896","3838","","ZAPATA SIDEREA D18N","115","LUBRICANTE SAE 85W-140","115","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF002","INDOOR CLUB - UNIVERSIDAD LATINA - METROPOLI III","1","2022","DMU APOLO","60","2","","50","3836","2314","","ZAPATA SIDEREA D18N","27","LUBRICANTE SAE 85W-140","27","LUBRICANTE SAE 15W-40","102","LUBRICANTE SAE 15W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","4","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","6","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","5","2022","DMU APOLO","","","","","","","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","4","2022","DMU APOLO","336","3","","252","6908","4533","","ZAPATA SIDEREA D18N","235","LUBRICANTE SAE 85W-140","235","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","3","2022","DMU APOLO","368","3","","276","10166","7426","","ZAPATA SIDEREA D18N","3475","LUBRICANTE SAE 85W-140","3475","LUBRICANTE SAE 15W-40","63725","LUBRICANTE SAE 15W-40","3","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","3","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","2","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","2","2022","DMU APOLO","352","3","","264","81334","5641","","ZAPATA SIDEREA D18N","2075","LUBRICANTE SAE 85W-140","2075","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF001","ESTACION DEL PACIFICO - SAN ANTONIO DE BELEN","1","2022","DMU APOLO","100","3","","75","7550","4414","","ZAPATA SIDEREA D18N","19","LUBRICANTE SAE 85W-140","19","LUBRICANTE SAE 15W-40","102","LUBRICANTE SAE 20W-40","2","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","1","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","4","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","12","2021","DMU APOLO","72","2","","36","7488","60653","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","11","2021","DMU APOLO","134","2","","67","13936","112882","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","10","2021","DMU APOLO","114","2","","57","11856","96034","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 20W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","9","2021","DMU APOLO","126","2","","63","13104","106142","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","8","2021","DMU APOLO","126","2","","63","13104","106142","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF005","ALAJUELA - HEREDIA Y VICEVERSA","7","2021","DMU APOLO","132","2","","66","13728","111197","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 20W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","12","2021","DMU APOLO","130","8","","11917","2730","17745","","ZAPATA SIDEREA D18N","","LUBRICANTE SAE 85W-140","","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","11","2021","DMU APOLO","230","8","","21083","4830","31395","","ZAPATA SIDEREA D18N","11","LUBRICANTE SAE 85W-140","11","LUBRICANTE SAE 15W-40","49","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","10","2021","DMU APOLO","190","8","","17417","3990","25935","","ZAPATA SIDEREA D18N","25","LUBRICANTE SAE 85W-140","25","LUBRICANTE SAE 15W-40","","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","9","2021","DMU APOLO","210","8","","1925","4410","28665","","ZAPATA SIDEREA D18N","7","LUBRICANTE SAE 85W-140","7","LUBRICANTE SAE 20W-40","200","LUBRICANTE SAE 15W-40","4","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","4","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
"RF004","ESTACION DEL ATLANTICO - CARTAGO","8","2021","DMU APOLO","210","8","","1925","4410","28665","","ZAPATA SIDEREA D18N","20","LUBRICANTE SAE 85W-140","20","LUBRICANTE SAE 15W-40","8","LUBRICANTE SAE 15W-40","","FILTRO AIRE IGUAL O SIMILAR A N° PARTE VOLVO PENTA DH10A 154449 / WIX 42875","","FILTRO DIESEL TIPO RACOR IGUAL O SIMILAR A TECFIL PD 204 / WIX 33209 / LUBERFINER 2040N","","ACEITE ATF DEXRON III"
